incident_no|incident_code|date_reported|status_code|occurred|location_code|address|stolen_value|lost_value|narrative
7002276|LARCENY - GAS FROM SELF SERVICE PUMP|6/3/2007 10:16|Cleared by Exception|Date: 06/03/2007 10:15|Kabredlo's|1540 P St.|20.00|0.00|Fail to pay for 6.33 gallons of gasoline.
7002280|ALCOHOL - MINOR IN POSSESSION|6/3/2007 22:27|Cleared by Arrest|Date: 06/03/2007 22:27||N 10TH ST & CHARLESTON ST|0.00|0.00|Traffic stop yielded an MIP.
7002281|TRESPASSING|6/4/2007 3:30|Cleared by Arrest|Date: 06/04/2007 03:30||1901 Y|0.00|0.00|Transient found sleeping in the cargo area of a semi trailer.
7002283|PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC|6/4/2007 10:22|Inactive|:|||0.00|300.00|A UNL facilities van was discovered to have prior, undocumented damage, by unknown means.
7002285|TRESPASSING|6/4/2007 12:24|Cleared by Exception|Date: 06/04/2007 12:24|C. Y. Thompson Library|1625 North 38th St|0.00|0.00|Skateboarders at the library warned for trespassing
7002286|ACCIDENTS - P.D. REPORTABLE|6/4/2007 15:09|Cleared by Exception|Date: 06/04/2007 15:00||1747 N. 26th St|0.00|100.00|Tractor hit a parked car.
7002287|ALCOHOL - DRUNK|6/4/2007 16:21|Inactive|Date: 06/04/2007 16:21||CENTENNIAL MALL|0.00|0.00|Intoxicated party taken to Detox for civil protective custody.
7002294|MEDICAL EMERGENCY|6/5/2007 6:23|Inactive|Date: 06/05/2007 06:23||N 20TH ST & VINE ST|0.00|0.00|Female riding a bicycle fell and hurt her arm
7002296|MISC - OTHER|6/5/2007 9:57|Inactive|between: 06/04/2007 12:00 and 06/05/2007 09:57|Acacia|2255 Vine St.|0.00|0.00|Two window screens were removed and the windows were partially opened in a possible attempt to gain access to the fraternity.
7002297|LARCENY - STOLEN BIKE|6/5/2007 11:07|Cleared by Arrest|between: 06/04/2007 18:00 and 06/05/2007 07:30|Abel Hall|860 North 17th St|650.00|10.00|A rented (from UNL Rec), secured, bicycle stolen from the rack outside of Abel Hall.
7002299|LARCENY - STOLEN BIKE|6/5/2007 12:26|Cleared by Arrest|between: 06/04/2007 19:30 and 06/05/2007 07:45|Abel Hall|860 North 17th St|970.00|0.00|Rented (from Capus Rec) secured bicycle stolen from outside of Abel.
7002300|MEDICAL EMERGENCY|6/5/2007 13:51|Inactive|between: 06/05/2007 13:51 and 06/05/2007 13:51|Bob Devaney Sports Center|1600 Court St|0.00|0.00|Medical call at Devaney Center party taken to LGH West.
7002305|MEDICAL EMERGENCY|6/5/2007 15:30|Inactive|Date: 06/05/2007 15:30|University Health Center|1500 U St|0.00|0.00|Medical at the Health Center, party taken to Bryan/LGH West.
7002302|LARCENY - FROM BUILDING|6/5/2007 15:44|Inactive|between: 06/05/2007 15:30 and 06/05/2007 15:44|L.W. Chase Hall|3605 Fair St|520.00|0.00|Laptop taken from Chase Hall.
7002303|LARCENY - FROM BUILDING|6/5/2007 16:04|Cleared by Exception|between: 06/04/2007 14:00 and 06/05/2007 13:00|Entomology Hall|1700 East Camp Mall|27.00|0.00|Wallet taken from Plant Industry.
7002304|LARCENY - STOLEN BIKE|6/5/2007 16:27|Inactive|between: 06/04/2007 10:00 and 06/05/2007 08:00|Neihardt Residence Center|540 North 16th St|320.00|0.00|Bike taken from bike rack by Neihardt hall, later recovered by Nebraska Hall.
7002308|MEDICAL EMERGENCY|6/5/2007 20:47|Inactive|between: 06/05/2007 20:47 and 06/05/2007 20:47|University Health Center|1500 U St|0.00|0.00|Medical at Health center refused.
7002311|ACCIDENTS - P.D. NOT REPORTABLE|6/5/2007 21:37|Inactive|:||City of Lincoln|0.00|250.00|Damage to UNL veh. reported by UNL staff.  Unknown cause.
7002314|ALCOHOL - DWI|6/6/2007 1:13|Cleared by Arrest|Date: 06/06/2007 01:13||N 10TH ST & T ST|0.00|0.00|UNL Student lodged in jail for Refusal to Submit to a Chemical Test (also cited for DWI and speeding).
7002317|AUTO THEFT|6/6/2007 6:34|Inactive|between: 06/05/2007 15:30 and 06/06/2007 06:34||N 14TH ST & VINE ST|1800.00|1000.00|Motor scooter stolen and recovered. Taken from Morrill Hall area and recovered in the area of 14th and Vine.
7002319|BURGLARY|6/6/2007 9:22|Inactive|between: 06/05/2007 17:00 and 06/06/2007 06:30||1523 N. 33rd St.|2103.00|378.00|Copper wire taken from the new Quilt Center N 33rd.
7002321|DISTURBANCE - OTHER|6/6/2007 11:50|Cleared by Exception|between: 06/06/2007 11:50 and 06/06/2007 12:20|H.C. Filley Hall|1625 Arbor Dr|0.00|0.00|Four parties contacted for skateboarding on East Campus, one baned and barred and three given trespass policy letter.
7002328|ALCOHOL - DWI|6/6/2007 22:43|Cleared by Arrest|Date: 06/06/2007 22:43||N 31ST ST & O ST|0.00|0.00|Traffic stop.  Driver showed signs of impairment and failed PBT.  Tested .199 BAC.  TOT Detox.  Cited and released for Aggravated DWI, No Proof of Insurance, Careless Driving, Improper Display of License Plate, and Open Alcohol Container in Vehicle.
7002330|NARCOTICS - POSSESSION|6/7/2007 1:10|Cleared by Arrest|Date: 06/07/2007 01:10||N 17TH ST & VINE ST|0.00|0.00|Traffic Stop.  Driver found to be wanted on several warrants.  Arrested and transported to jail where she was lodged.  Cited for Possession of Drug Paraphernalia, Driving Under Suspension, Failing to Obey a Traffic Control Device, No Valid Registration, and No Proof of Insurance.
7002332|MISSING PERSON - JUVENILE,(INCLUDES RUNAWAY)|6/7/2007 12:11|Inactive|Date: 06/07/2007 12:11|Memorial Stadium|740 Stadium Dr.|0.00|0.00|Juvenile ran away from group at Memorial Stadium. NCIC entered.
7002333|ACCIDENTS - P.D. NOT REPORTABLE|6/7/2007 12:38|Inactive|Date: 06/07/2007 12:38|501 Building|501 Stadium Dr|0.00|1000.00|Semi Vs. Buick
7002335|DISTURBANCE - OTHER|6/7/2007 15:51|Cleared by Exception|between: 06/07/2007 15:00 and 06/07/2007 15:10|University Health Center|1500 U St|0.00|0.00|Man wanted medical records and was denied.
7002337|MEDICAL EMERGENCY|6/7/2007 17:33|Cleared by Exception|between: 06/07/2007 17:33 and 06/07/2007 17:33|Schramm Hall|1130 North 14th St|0.00|0.00|Heat exhaustion victim.
7002340|NARCOTICS - POSSESSION|6/7/2007 22:41|Cleared by Arrest|Date: 06/07/2007 22:41||N 17TH ST & X ST|0.00|0.00|Traffic Stop.  Officer detected odor of marijuana.  Carroll search yielded 20.9 grams of marijuana.  Driver also wanted on a county warrant.  Cited for Possession of Marijuana &lt; 1 oz and Stop Sign Violation.  Lodged on warrant.
7002342|ALCOHOL - DWI|6/8/2007 1:13|Cleared by Arrest|Date: 06/08/2007 01:13||N 17TH ST & VINE ST|0.00|0.00|Traffic Stop.  Driver found to be intoxicated.  Arrested and turned over to Detox.  Tested .152 BAC.  Cited for DWI/Speeding.
7002344|LARCENY - STOLEN BIKE|6/8/2007 11:44|Cleared by Arrest|between: 05/28/2007 18:00 and 05/29/2007 12:00|Memorial Stadium|740 Stadium Dr.|96.00|0.00|Bicycle stolen from the north side of Memorial Stadium.
7002347|DISTURBANCE - OTHER|6/8/2007 12:28|Cleared by Exception|Date: 06/08/2007 12:28|Sheldon Memorial Art Gallery|451 North 12th St|0.00|0.00|3 males contacted for skateboarding and given UNL Trespass Policy Letters.
7002353|DISTURBANCE - OTHER|6/8/2007 18:57|Inactive|between: 06/08/2007 18:50 and 06/08/2007 18:57|||0.00|0.00|Possible domestic betwen male, female and female. UTL.
7002355|MISC - OTHER|6/8/2007 20:56|Inactive|Date: 06/02/2007 11:00|Othmer Hall|820 North 16th St|0.00|0.00|Possible threats complaint to a UNL employee.  Employment issue.  TOT Human Resources.
7002363|ALCOHOL - CONSUMPTION IN PUBLIC|6/9/2007 20:40|Cleared by Arrest|Date: 06/09/2007 20:40||19th-18th on "R" Street|0.00|0.00|Party cited for consuming alcohol in public. TOT Detox.
7002368|LITTERING|6/10/2007 0:42|Cleared by Arrest|Date: 06/10/2007 00:42|Andersen Hall|200 Centennial Mall North|0.00|0.00|Male contacted for urinating.  Cited and released for Littering.
7002370|TRESPASSING|6/10/2007 1:20|Cleared by Arrest|Date: 06/10/2007 01:20|Andersen Hall||0.00|0.00|Two males contacted for urinating.  Both cited and released for Littering.
7002372|TRAFFIC - SUSPENDED DRIVER|6/10/2007 2:36|Cleared by Arrest|Date: 06/10/2007 02:36|Law College|1875 North 42nd St.|0.00|0.00|Traffic Stop.  Driver of vehicle fled.  Broadcast initiated.
7002375|DISTURBANCE - OTHER|6/10/2007 14:02|Cleared by Arrest|between: 05/23/2007 22:00 and 06/09/2007 04:00|Selleck Quad|600 North 15th St|0.00|0.00|Male student harassing female student. Cited for dist the peace.
7002374|LOST OR STOLEN ITEM|6/10/2007 14:54|Inactive|between: 06/06/2007 11:00 and 06/06/2007 11:00|Love Library South|1248 R|365.00|0.00|Vic purportedly lost her cellular phone.
7002376|TRAFFIC - SUSPENDED DRIVER|6/10/2007 21:05|Cleared by Arrest|between: 06/10/2007 21:05 and 06/10/2007 21:05||VINE ST & N 19TH ST|0.00|0.00|Vehicle stopped for headlight violation. Driver arrested for DUS.
7002365|TRESPASSING|6/10/2007 22:34|Cleared by Exception|Date: 06/09/2007 22:34|Union-City||0.00|0.00|Two males contacted performing skateboard tricks.  Issued Ban and Bar Letters.
7002380|ALCOHOL - DRUNK|6/10/2007 23:36|Cleared by Exception|Date: 06/10/2007 23:36||N 17TH ST & Q ST|0.00|0.00|Intoxicated party taken into custody.  TOT Detox.
7002381|OUTSIDE - O.P.S. OTHER|6/11/2007 2:38|Inactive|Date: 06/11/2007 02:38||1436 E|1420.00|0.00|LPD recovered numerous bike A7-061763 in an apartment. See UNL cases 07002228 & 0700229.
7002382|TRESPASSING|6/11/2007 4:13|Cleared by Exception|Date: 06/11/2007 04:13|Barkley Center|4075 East Camp Loop|0.00|0.00|Male party contacted for checking doors and windows.  Issued Ban and Bar Policy Letter.
7002389|LARCENY - FROM MOTOR VEHICLE|6/11/2007 14:06|Inactive|between: 06/10/2007 09:00 and 06/10/2007 12:45|HSS North Lot|1220 N 14th St|4000.00|0.00|Golf clubs taken from vehicle in the HSS parking lot.
7002390|LARCENY - STOLEN BIKE|6/11/2007 15:27|Cleared by Exception|between: 06/09/2007 20:00 and 06/10/2007 17:30|Selleck Quad|600 North 15th St|90.00|0.00|Bike taken from bike rack by Selleck Quad.
7002394|NARCOTICS - POSSESSION|6/11/2007 20:14|Cleared by Arrest|between: 06/11/2007 20:14 and 06/11/2007 20:30||N 25TH ST & VINE ST|0.00|0.00|Party arrested for having marihuana in his vehicle.
7002395|NARCOTICS - POSSESSION|6/11/2007 23:09|Cleared by Arrest|Date: 06/11/2007 23:09||N 17TH ST & X ST|0.00|0.00|Non Student stopped on traffic violation found to be in poss. of drug paraphernalia.
7002397|VANDALISM - BY GRAFFITI|6/12/2007 7:57|Inactive|between: 06/11/2007 17:00 and 06/12/2007 07:57||ARBOR DR & EAST CAMPUS LOOP|0.00|125.00|D3M spray-painted at 3 locations on East Campus.
7002402|LARCENY - STOLEN BIKE|6/12/2007 18:32|Inactive|between: 06/12/2007 11:00 and 06/12/2007 18:10|Nebraska Hall|900 North 16th St|108.00|0.00|Bike taken from bike racks at Nebraska Hall.
7002405|ALCOHOL - DWI|6/13/2007 1:48|Cleared by Arrest|Date: 06/13/2007 01:48||N 17TH ST & VINE ST|0.00|0.00|Non Student stopped for speeding found to be DWI. .092 BAC. TOT Respnsible pty at Detox.
7002408|VANDALISM - OTHER|6/13/2007 9:25|Inactive|between: 06/12/2007 15:00 and 06/13/2007 07:25||N 14TH ST & W ST|0.00|300.00|Windshield to a vehicle vandalizedt.
7002413|LARCENY - STOLEN BIKE|6/13/2007 13:45|Inactive|between: 04/10/2007 12:00 and 05/10/2007 20:00|Abel Hall|860 North 17th St|38.00|0.00|Blue Magma last seen in mid April.
7005273|DISTURBANCE - OTHER|6/13/2007 17:04|Inactive|between: 04/01/2005 19:00 and 06/13/2007 17:00|Hamilton Hall|639 North 12th St|0.00|0.00|Initial disturbance report.
7002417|ALCOHOL - DWI|6/14/2007 1:27|Cleared by Arrest|Date: 06/14/2007 01:27||N 17TH ST & VINE ST|0.00|0.00|Pty stopped for speeding found to be DWI .116 BAC. Cited tot responsible pty at Detox.
7002421|LOST OR STOLEN ITEM|6/14/2007 14:40|Inactive|between: 06/11/2007 20:30 and 06/11/2007 20:30|Morrill Hall|1335 U St|10.00|0.00|Purse and contents.
7002422|LOST OR STOLEN ITEM|6/14/2007 15:30|Inactive|between: 06/14/2007 12:30 and 06/14/2007 12:30|Burnett Hall|1220 T St|59.99|0.00|Verizon pink Razor lost after class.
7002426|TRESPASSING|6/14/2007 20:02|Cleared by Exception|between: 06/14/2007 20:00 and 06/14/2007 20:00|Sheldon Memorial Art Gallery|451 North 12th St|0.00|0.00|Skateboarders at Sheldon. Two ban and barred. Three given policies.
7002429|ALCOHOL - DRUNK|6/15/2007 0:39|Cleared by Arrest|Date: 06/15/2007 00:39|||0.00|0.00|Intoxicated person (.295 BAC). Arrested and TOT Detox.  Cited for Urinating in Public.
7000467|TRESPASSING|6/15/2007 14:21|Inactive|between: 02/02/2007 14:21 and 02/02/2007 14:21|C. Y. Thompson Library|1625 North 38th St|0.00|0.00|Two males skateboarding on UNL property.
7002450|MISC - OTHER|6/16/2007 1:07|Cleared by Arrest|Date: 06/16/2007 01:07||1630 P St.|0.00|0.00|Male contacted and cited/released for Urinating in Public.
7002451|ALCOHOL - DRUNK|6/16/2007 3:25|Cleared by Exception|Date: 06/16/2007 03:25|Beta Theta Phi|1515 R St.|0.00|0.00|Intoxicated male contacted.  Taken into custody and TOT Detox.
7002458|MEDICAL EMERGENCY|6/17/2007 0:56|Inactive|Date: 06/17/2007 00:56||CENTENNIAL MALL & R ST|0.00|0.00|Intoxicated party fell on steps.  TOT LFR.
7002460|VANDALISM - OTHER|6/17/2007 16:26|Inactive|between: 06/16/2007 18:00 and 06/17/2007 16:26|Union-City|1400 R St.|0.00|500.00|Revolving door at the City Union damaged.
7002462|LARCENY - FROM MOTOR VEHICLE|6/18/2007 1:05|Inactive|between: 06/17/2007 23:30 and 06/18/2007 01:05|Boat House|1000 North 16th St.|190.00|300.00|Drivers window shattered and an  ipod stolen from inside. Vehicle was parked on the North side of X street between 16th and 17th Streets.
7002471|ACCIDENTS - INJURY|6/18/2007 14:47|Inactive|between: 06/16/2007 09:45 and 06/16/2007 10:15||7600 N. 70th Street|0.00|0.00|Party hit in arm by bus at the Abbott Sports Complex.
7002481|LOST OR STOLEN ITEM|6/19/2007 15:08|Inactive|Date: 06/19/2007 09:00|||130.00|0.00|Pty reported losing her cell phone somewjere in the Champions Club. Non Student.
7002482|VANDALISM - BY GRAFFITI|6/19/2007 15:29|Inactive|between: 06/18/2007 11:00 and 06/18/2007 12:15|1820 R|1820 R St.|0.00|125.00|Vandalism to building and vehicle, both spray painted.
7002485|TRESPASSING|6/19/2007 19:41|Cleared by Exception|between: 06/19/2007 19:41 and 06/19/2007 19:41||6900 W. Superior St.|0.00|0.00|Parties warned for trespassing on UNL property at 6900 W. Superior Street.
7002489|MEDICAL EMERGENCY|6/19/2007 22:28|Inactive|Date: 06/19/2007 22:28|Kabredlo's|1540 P St.|0.00|0.00|Non student complaining of chest pains at 16th and P streets. Transported to Bryan LGH West by LFR.
7002491|ALCOHOL - DWI|6/20/2007 3:54|Cleared by Arrest|Date: 06/20/2007 03:54||N 27TH ST & VINE ST|0.00|0.00|Non student stopped on traffic violation found to be DWI. .122 BAC.
7002501|LARCENY - FROM MOTOR VEHICLE|6/20/2007 16:53|Inactive|between: 06/20/2007 06:50 and 06/20/2007 15:30|Law College|1875 North 42nd St.|60.00|0.00|Purse taken from vehicle on East Campus.
7002500|LARCENY - STOLEN BIKE|6/20/2007 16:57|Inactive|between: 06/14/2007 17:00 and 06/17/2007 11:00|The Courtyards|733 North  17th  St.|120.00|0.00|Bike taken from the Courtyards bike rack.
7002503|NARCOTICS - POSSESSION|6/21/2007 1:13|Cleared by Arrest|Date: 06/21/2007 01:13||N 32ND ST & HUNTINGTON AVE|0.00|0.00|2 Non Students contacted setting in a parked veh. at Fleming fields. 1 pty arrested on warrant and poss. Marijuana &gt;oz.
7002504|ALCOHOL - DRUNK|6/21/2007 1:44|Inactive|Date: 06/21/2007 01:44|College of Business Admin.||0.00|0.00|Non student taken to detox after being observed having difficulty walking. .198 BAC.
7002507|FIRE (WORKING) - NO ALARM|6/21/2007 2:55|Inactive|between: 06/21/2007 03:42 and 06/21/2007 03:42|College of Business Admin.|512 North 12th St|0.00|0.00|Fire in wooden trash receptacle.  Minimal damage.
7002508|FIRE (WORKING) - NO ALARM|6/21/2007 3:19|Inactive|Date: 06/21/2007 03:19|||0.00|200.00|Trash container fire in front of Lied Center, fire put out by LFR.
7002505|LARCENY - OTHER OR FROM OPEN AREA|6/21/2007 4:12|Cleared by Arrest|Date: 06/21/2007 02:29|Beadle Center||20.00|0.00|Non Student observed stealing 2 bike handle extensions cited for theft, lodged on warrant.
7002518|NARCOTICS - POSSESSION|6/22/2007 0:41|Cleared by Arrest|Date: 06/22/2007 00:41||N 24TH ST & Q ST|0.00|0.00|Traffic Stop.  Driver cited/released for Poss of Marijuana &lt; 1 oz. (3.8 g)
7002520|ALCOHOL - DRUNK|6/22/2007 4:11|Inactive|Date: 06/22/2007 04:11|||0.00|0.00|Intoxicated male.  Taking into custody and TOT Detox.  (.204 BAC)
7002521|VANDALISM - OTHER|6/22/2007 7:33|Inactive|between: 06/21/2007 19:00 and 06/22/2007 07:00||4240 Fair Street|0.00|500.00|Several pieces of galvanized steel ducts damaged in the construction area of the new Morrison Life Science Research Center.
7002522|LARCENY - FROM MOTOR VEHICLE|6/22/2007 9:19|Inactive|between: 06/08/2007 13:00 and 06/20/2007 06:00|17 & R Parking Garage|300 North 17th St|36.00|0.00|Gas siphoned out of a UNL vehicle.
7002523|VANDALISM - OTHER|6/22/2007 9:32|Inactive|between: 06/21/2007 16:00 and 06/22/2007 07:30|Love Library North|1300 R|0.00|500.00|Copy machine vandalized.
7002525|MEDICAL EMERGENCY|6/22/2007 11:03|Cleared by Exception|Date: 06/22/2007 11:03|Wick Alumni Center|1520 R St|0.00|0.00|Party was dizzy and refused medical transport.
7002526|LARCENY - FROM BUILDING|6/22/2007 11:43|Cleared by Exception|between: 06/22/2007 10:50 and 06/22/2007 11:25|Union-City|1400 R St.|45.00|0.00|Purse taken from restroom in the City Union.
7002530|FALSE INFORMATION - GIVEN TO OFC.|6/22/2007 22:08|Cleared by Arrest|Date: 06/22/2007 22:08||N 17TH ST & Y ST|0.00|0.00|Traffic stop. Driver cited for false info to PO and locged on warrants. Related case 07002532
7002532|MISC - OTHER|6/22/2007 22:55|Cleared by Arrest|Date: 06/22/2007 22:55||N 19TH ST & Y ST|0.00|0.00|Open container of rum in vehicle.  Cited and released. Related case #07002530
7002533|LITTERING|6/23/2007 1:13|Cleared by Arrest|Date: 06/23/2007 01:13|Andersen Hall||0.00|0.00|Male contacted for urinating in public.  Cited and released for Littering.
7002534|VANDALISM - BY GRAFFITI|6/23/2007 2:47|Inactive|between: 06/22/2007 04:00 and 06/23/2007 02:47|Memorial Stadium|740 Stadium Dr.|0.00|50.00|D3M spray painted on exterior door.
7002537|PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC|6/23/2007 10:59|Inactive|:||EAST CAMPUS LOOP & N 38TH ST|0.00|900.00|Damage to parking designation sign.
7002539|MEDICAL EMERGENCY|6/23/2007 19:36|Inactive|Date: 06/23/2007 19:36|Lied Center|301 North 12th St|0.00|0.00|Female fainted, light headed, nauseous.  TOT LFR.
7002538|VANDALISM - OTHER|6/23/2007 20:27|Inactive|:|Oldfather Hall|660 North 12th St|0.00|250.00|Glass pane vandalized.
7002542|VANDALISM - BY GRAFFITI|6/24/2007 9:24|Inactive|Date: 06/24/2007 09:24|Richards Hall|560 Stadium Dr|0.00|50.00|Blue spray paint graffiti on the exterior of the building.
7002547|ALCOHOL - DRUNK|6/24/2007 22:32|Cleared by Exception|Date: 06/24/2007 22:32||N 16TH ST & Q ST|0.00|0.00|Transient contacted in the lot in the University Lutheran Chapel lot. Pty taken to detox where he tested .201 BAC.
7002546|LITTERING|6/24/2007 22:39|Cleared by Arrest|Date: 06/24/2007 22:39|University Lutheran Chapel|1510 Q St.|0.00|0.00|Non Student walking into traffic taken to detox where he tested .384 BAC.
7002552|FALSE INFORMATION - GIVEN TO OFC.|6/25/2007 0:32|Cleared by Arrest|Date: 06/25/2007 00:32||Y ST & N 17TH ST|0.00|0.00|Non Student stopped on traffic violation, lodged on warrants, cited for open containers of alcohol and false info to an Officer.
7002550|MISC - OTHER|6/25/2007 1:06|Cleared by Arrest|Date: 06/25/2007 01:06||N 17TH ST & Y ST|0.00|0.00|Non Student stopped on traffic violation found to have 2 active warrants and open alcoholic containers in the vehicle. Lodged on warrants cited for open container.
